Measurements/Samples, Spot 212173, Spot 212174, Spot 212175, Spot 212176, Spot 212177, Spot 212178, Spot 212179, Spot 212180, Spot 212181, Spot 212182, Spot 212183, Spot 212184, Spot 212200, Spot 212201, Spot 212202, Spot 212203, Spot 212204, Spot 212205, Spot 212206, Spot 212207, Spot 212208, Spot 212209, Spot 212210, Spot 212211, Spot 212214, Spot 212215, Spot 212216, Spot 212217, Spot 212218, Spot 212233, Spot 212234, Spot 212235, Spot 212236, Spot 212237, Spot 212252, Spot 212253, Spot 212254, Spot 212255, Spot 212268, Spot 212269, Spot 212270, Spot 212271, Spot 212272, Spot 212291, Spot 212292, Spot 212293, Spot 212294, Spot 212308, Spot 212309, Spot 212310, Spot 212334, Spot 212335, Spot 212336, Spot 212337, Spot 212349, Spot 212350, Spot 212351, Spot 212378, Spot 212379, Spot 212380, Spot 212381, Spot 212395, Spot 212396, Spot 212427, Spot 212428, Spot 212429, Spot 212442, Spot 212443, Spot 212444, Spot 212478, Spot 212479, Spot 212480, Spot 212494, Spot 212495, Spot 212496, Spot 212532, Spot 212533, Spot 212534, Spot 212549, Spot 212550, Spot 212589, Spot 212590, Spot 212591, Spot 212607, Spot 212608, Spot 212609, Spot 212650, Spot 212651, Spot 212652, Spot 212668, Spot 212669, Spot 212670, Spot 212671, Spot 212715, Spot 212732, Spot 212733, Spot 212734, Spot 212735, Spot 212781, Spot 212782, Spot 212783, Spot 212798, Spot 212799, Spot 212800, Spot 212801, Spot 212850, Spot 212851, Spot 212852, Spot 212867, Spot 212868, Spot 212869, Spot 212870, Spot 212871, Spot 212922, Spot 212923, Spot 212940, Spot 212941, Spot 212942, Spot 212943, Spot 212997, Spot 212998, Spot 213016, Spot 213017, Spot 213018, Spot 213075, Spot 213076, Spot 213077, Spot 213094, Spot 213095, Spot 213096, Spot 213156, Spot 213157, Spot 213158, Spot 213175, Spot 213176, Spot 213177, Spot 213178, Spot 213179, Spot 213241, Spot 213242, Spot 213243, Spot 213261, Spot 213262, Spot 213263, Spot 213264, Spot 213265, Spot 213266, Spot 213331, Spot 213332, Spot 213352, Spot 213353, Spot 213354, Spot 213355, Spot 213356, Spot 213357, Spot 213358, Spot 213359, Spot 213427, Spot 213428, Spot 213448, Spot 213449, Spot 213450, Spot 213451, Spot 213452, Spot 213453, Spot 213487, Spot 213525, Spot 213526, Spot 213527, Spot 213548, Spot 213549, Spot 213626, Spot 213627, Spot 213728, Spot 213729, Spot 213831, Spot 213832, Spot 213876, Spot 213981
PIO362_0,65312.61486,0,0,86721.40205,72328.14726,64791.31826,96453.42741,0,83100.6151,70504.29847,59277.16805,49714.55082,31513.49818,77765.88674,0,0,41385.15276,0,0,51701.59854,28282.19017,0,49852.54066,37554.63112,39328.89106,43749.32703,0,48798.84417,82408.60664,0,0,68978.04938,0,0,0,60743.03281,59878.40932,68278.96217,99834.62434,62560.18612,96200.67443,81777.98865,0,0,99076.80554,96245.56692,80910.09026,0,54969.8694,40917.74986,65908.29789,107445.8628,80033.60852,60829.51351,0,118251.1667,89449.25418,0,58708.07135,76031.32953,57671.30095,103505.3361,49171.48925,37105.61923,71417.58644,109913.5726,0,74455.44954,58067.06155,94598.23338,111860.6363,51935.9808,122984.7362,68691.74158,26557.97836,39509.93823,117559.116,195997.6223,0,114194.0679,45025.04226,0,51619.86905,166452.2809,149260.9964,57296.68389,0,54242.17889,41368.1452,64499.60569,136275.8645,98373.60868,46494.40217,0,0,0,59938.5136,0,0,0,45903.50316,53044.11268,53293.91407,66335.83353,0,34183.66471,97180.53183,98854.70416,0,0,108472.6928,0,43781.68547,56458.86607,146167.1388,0,0,84603.79792,0,46325.78949,54188.98143,95102.62115,106484.0614,81302.22565,0,0,0,115715.5303,0,41778.60363,73234.20135,75667.3217,0,99599.77828,91174.07434,65246.54266,64900.07371,42545.18664,51196.57265,81111.18292,0,53360.77907,92370.70531,104824.2881,0,0,0,0,0,72482.00704,117355.755,53437.04245,87561.70494,0,31387.24683,89067.93203,0,48348.64368,52391.51124,0,75866.05666,113481.6159,90899.55769,50569.92864,0,46288.38677,0,0,43932.29782,68382.06052,80471.93916,0,73660.33865,58507.70229,56042.187,64313.14503,0,46651.58083,58797.26875
PIO362_1,0,0,0,37121.23864,61658.35226,0,46751.17795,0,0,50497.06616,35341.48231,37903.0756,0,0,41025.2516,0,0,0,0,0,0,0,0,0,0,0,47580.33555,36098.92545,0,0,70484.7705,46611.72773,0,0,0,0,0,0,82358.87189,51734.97018,77706.68099,44839.73694,0,0,51277.85893,92338.52344,63899.05619,78674.10552,52015.34255,33125.41847,0,72014.72307,65512.98431,0,45482.48355,0,68284.45477,0,0,0,30957.1932,45802.0876,38098.69389,0,60226.32128,0,77120.06982,54043.52567,0,43457.32342,0,46054.22996,65149.44728,51744.07337,34078.16411,0,55525.52677,93997.37313,58754.60092,69998.05072,0,0,34935.31189,117623.5555,74452.27756,40591.41349,0,0,46764.40824,72917.47162,90064.22855,56392.61368,0,0,38022.04715,88346.88441,28298.66856,0,0,0,38123.25306,0,0,41410.16803,0,0,77812.84291,66615.23375,54774.15734,61961.75345,68784.4119,0,0,38216.74991,97707.53651,50102.91663,0,64147.57642,0,46928.61722,0,44276.84823,82561.70473,0,0,0,0,61747.06971,52940.6994,36131.06401,0,0,0,77424.0719,74251.21716,0,0,0,0,0,0,48891.41402,63046.98692,67194.56226,75087.72573,59508.75559,0,0,0,51472.90009,68888.60435,34516.80209,53225.09286,0,28517.31883,56942.87242,45543.4927,0,0,55728.23838,48533.77805,76517.90989,52732.14224,0,0,53596.62261,0,0,48230.37636,72472.48789,103710.7879,0,0,0,35240.8489,42894.13403,0,41928.22461,47373.41517
PIO362_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35903.05709,0,0,0,0,0,0,0,35241.09027,0,35049.16031,0,0,0,38379.48087,55847.89343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36045.86901,0,0,0,0,50851.96942,0,0,0,0,0,0,36144.73057,0,0,0,0,42534.92617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32466.94208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36631.46593,0,0,0,0,0,0,0,0,0,0,0,34592.65115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PG4412_0,104998.5871,249555.223,269026.8049,218216.4678,331397.6048,410632.0294,408065.2624,287916.6521,293555.8562,331899.4437,235394.4159,138435.4069,120376.3831,180017.4451,273202.0286,328183.4122,392533.6192,271526.7769,267354.4857,329189.3141,206688.5207,359365.0901,243490.937,214078.5828,232526.7028,386528.7309,321100.6606,314462.03,166792.6711,177806.4214,289690.7587,320629.5098,319178.6653,196031.1202,252295.2024,461214.782,368113.0436,195256.0438,143976.142,407385.247,264932.739,268080.4578,209513.4091,215415.4435,393301.696,420267.7178,141982.77,263721.0566,363268.0138,261323.9265,307734.1666,362976.5211,230548.3411,179861.4981,197204.0972,368465.845,426648.731,216694.6763,362628.3832,389990.465,149116.8141,268991.557,236371.1491,143087.675,343891.4587,339429.6454,224281.5684,330839.1013,376256.3701,342671.0479,305373.8811,162734.388,270515.6597,338531.6621,262294.2337,232474.1151,420570.148,313936.6826,220349.725,413860.8717,221878.5086,337356.7437,324257.53,262859.3236,427508.186,157615.2145,331564.261,212254.3992,179341.5837,231300.0829,382585.2295,367509.2599,130144.7331,269483.1327,169315.0123,269809.0987,328953.6244,221696.6,253499.4451,340840.7447,130731.6727,129371.3953,282018.8274,303852.7821,139553.4075,272994.6872,373905.6852,128720.292,106360.5527,148632.1902,276795.4194,409888.0082,175393.1401,295945.4566,355420.8682,140812.989,381243.9988,318349.6264,98768.46487,374795.5812,258554.2062,296610.4281,362289.5776,218855.2344,277077.7889,225028.7785,118621.1935,265512.4688,327244.1102,232013.5439,301635.8583,288495.8066,202705.4591,154872.0324,164383.2949,243520.8868,357609.3407,196264.5806,331199.9522,381093.995,373884.8409,129709.1429,162060.9956,237964.0232,301310.6751,313045.6352,251712.8217,282087.8933,258593.6011,125380.8297,204911.3627,195370.4767,267104.3275,336407.3293,229202.2807,229063.6401,174812.0163,271063.7217,219112.1061,242845.8927,293816.0818,325824.3885,255872.645,206409.8356,167641.443,365497.3353,233672.0793,294149.2452,168185.3307,235967.0095,154501.1261,302400.0763,292018.1898,245990.5707,146507.5016,240166.7348,274214.2783,134438.6521,239993.462
PG4412_1,91322.05452,226615.8639,254449.8765,199317.3321,331834.4441,371575.0621,280741.5382,257124.2118,269199.2873,340791.0307,200641.3684,125413.435,122678.3533,187199.4078,259847.1823,317931.7914,358749.4166,238778.1371,245858.3617,296829.5405,182541.787,291927.1627,230290.8602,220523.6616,160768.2115,395893.4889,324588.638,239834.8082,156475.9624,168957.4957,265868.1838,343935.602,319043.8893,235722.8953,248120.7657,464874.227,328455.9655,191033.6408,159430.526,320837.7157,286468.7235,255610.187,192442.1439,191031.9522,362608.9842,363109.5291,150463.7192,251330.4078,407204.8469,228913.3777,236565.0031,384136.9216,236754.2174,128726.3426,163683.3723,343153.5706,344202.4819,164563.2102,297096.4646,415564.3656,158441.0727,261599.5153,259469.2659,164501.743,325777.457,357889.2911,212444.7499,269004.0761,277731.3015,315696.6323,269918.2877,114094.7335,225126.8531,347312.4031,196493.2028,223004.0812,337223.7703,299815.5308,247249.3585,417289.7673,198161.088,312004.7281,276500.9261,259918.2813,328863.2765,152503.4828,302004.6431,185572.8595,157047.1563,224375.9261,415816.2607,369831.5574,128912.6282,239356.5124,133190.5519,269357.4478,333728.5769,190135.9336,250008.9285,307638.1069,101190.9419,158617.3547,221639.6082,276963.3802,122779.8244,242895.0514,294355.5694,136665.5544,71048.90682,171195.5932,219928.2423,363815.573,184174.6107,261605.6379,256110.9919,122150.227,286669.0781,277590.5591,105064.2105,320043.9206,244449.3925,286822.3448,294445.7164,159592.7801,216643.006,150492.6034,87862.34689,212557.4697,348284.3526,247136.5159,266095.1785,215467.3845,236889.9286,123106.0179,175360.84,203263.5978,283469.452,183055.876,277272.8835,315475.234,249742.5329,90805.4311,150294.8704,179481.204,265234.2901,268739.6708,223361.1303,227521.0683,215115.2963,116224.2497,186675.1954,195977.1638,249428.3675,358257.4896,198169.8354,189176.8037,170819.4715,225551.4386,162165.9933,219526.4499,249509.1152,321915.7931,232906.8103,166254.6668,197232.9627,342697.2916,240627.9379,285967.7421,114187.9418,219566.1143,166236.3627,249320.3766,311994.4448,173507.7377,161874.0454,242574.538,246773.8539,121366.352,168863.2216
PG4412_2,51137.40196,76872.14217,99805.33463,88274.93997,152831.3863,133188.4344,118907.2456,127019.2505,82999.73427,124967.0493,76720.20725,71188.49005,72569.26826,89625.54546,80548.99874,116447.0089,135658.4567,84918.30811,84401.21263,114917.7571,62724.0412,113821.4268,107846.8144,63588.3663,66152.83245,137543.856,118247.8236,96282.13402,66382.77065,86743.45785,100746.827,101628.5639,106046.4925,76120.37709,82369.34215,205629.1999,117647.9754,84338.94699,32825.15981,141354.89,116090.5374,82731.80205,54193.05364,90759.82827,172405.1426,144840.2766,58072.64872,73056.9892,162165.3375,76028.65663,104441.8294,131821.895,69960.72081,65427.35598,80051.1477,118174.4883,141750.4582,68751.51917,122259.0794,118410.7401,59644.38414,108891.0041,106088.8081,55989.54199,131975.5841,119597.89,70758.06063,108871.0073,124893.7706,113515.2794,129287.1001,51398.36023,99144.49958,128718.2973,73160.29344,73128.90137,89564.97352,117339.4767,83792.14004,122806.5075,81648.48569,145908.9488,116088.5194,120739.2671,142262.3124,47437.17516,123331.2507,63080.4492,55986.05631,86754.95966,162331.0785,152732.4078,48366.63566,99561.29165,58859.126,117024.7428,126512.2589,91245.68436,103356.9104,172137.9741,35605.83741,57360.703,87000.45938,112165.9872,58311.99491,86498.85557,104843.9959,41470.00826,54225.60371,52716.1903,93430.25758,142642.6391,82898.06839,100264.9987,134260.9267,57888.00017,146515.4882,102793.7563,52128.7511,111710.1815,98134.55447,110113.9515,131180.8646,49461.56521,84555.89682,90512.41404,39363.1015,93042.80282,122744.0087,97111.57403,152929.8668,134077.4587,106079.6343,57754.35456,65278.64294,84417.15769,132875.5442,61505.12405,94423.39752,125960.8501,114932.0147,55802.13983,64373.91236,72024.01281,147718.8386,118269.7691,76265.9356,86545.23382,92590.42523,42032.92229,63686.09627,70709.09402,101231.0947,134200.1082,77716.46844,106338.8191,69414.26035,95564.32219,62359.91309,103961.666,92206.05627,109578.5688,95312.56578,82146.88608,88339.7057,109345.1023,95135.51506,144639.562,38359.57777,70828.84661,0,100401.8546,106252.3569,98294.67068,55721.72297,99757.15179,0,53262.33939,94774.61792
PG425_0,227955.8896,251516.3222,235930.3624,221146.3128,360072.8532,335537.7572,266263.7443,278029.8849,276400.0251,284201.0896,232319.3438,255311.5097,250303.7651,264379.1755,265211.2823,325168.2763,341656.7723,211862.33,267215.5986,311479.0913,250862.8492,257760.7761,327278.5627,250872.0157,318115.4541,361961.8492,252030.5056,238453.5229,272818.1136,233291.6069,395480.0692,356932.6864,318142.0171,253980.5326,237563.6949,357696.4759,372206.0322,257668.0523,254289.3519,313926.0939,237673.0867,276100.0886,357647.2173,287034.3232,379145.7816,484353.4118,318955.7059,352940.8948,380307.7149,309026.8305,324415.7709,400770.1699,349886.8533,332935.0855,328685.5145,394023.9425,366106.7057,325496.2288,358656.7973,349815.8494,311086.935,337282.6455,282462.7737,272650.4376,274797.0294,490475.6472,373556.1697,294684.0442,284347.2628,326714.0159,602223.9947,265825.7633,339147.3492,246267.1952,316275.4181,377543.1106,549235.0411,359445.9085,382619.0366,339963.4185,405480.9666,279344.3009,493221.8739,332159.048,368092.2043,346077.4137,466745.6768,341834.5637,349310.3347,403501.1047,374578.9793,374933.6778,324318.7892,357012.4637,261840.1243,407132.2217,366922.7974,333664.8017,517648.6406,437828.024,255076.215,272161.2041,283906.0821,341509.8466,253397.1592,333503.3236,473192.1126,252675.4993,209515.4459,349635.6716,336724.4653,454832.7675,332100.554,320313.5509,403966.6881,269991.2264,416537.0594,396320.7779,284782.6749,436095.6995,408340.6486,263413.874,407851.9109,471389.6982,382234.7793,394908.8292,272420.7543,284781.4949,401753.7971,305603.3331,319904.3391,459659.7712,518140.2532,197279.1578,305998.1248,293922.9892,366847.9267,309348.4023,402906.6644,447537.029,577396.7297,237859.6996,307211.0562,322988.6301,348315.9376,334355.1293,291642.7581,365520.3336,378030.2379,231311.6142,278252.7822,240466.2158,346512.1809,447974.6381,260405.1452,298212.3498,360489.4629,335789.6178,381113.9789,248101.8168,349755.6051,281122.442,321508.6853,295998.4132,338843.2287,453095.4515,356795.0488,657347.3686,384049.3655,317715.0401,390456.777,359107.8081,464496.2767,352320.6865,339863.346,339837.9644,488683.637,340330.2261,453879.971
PG425_1,190356.3145,221878.5072,178577.8,174516.7704,278787.7572,366559.7023,234023.2219,266486.4953,185572.6268,185568.1296,180045.009,194930.233,168892.6753,224873.9563,212565.0917,288452.2716,248871.4228,171985.0577,200540.453,231797.5989,178781.8801,199947.6857,261311.9669,210210.7613,222402.5171,264593.0615,204495.9303,213598.7016,193741.3438,251267.1442,262791.2551,284638.7402,271851.9091,228337.0866,171788.3492,252384.4967,234418.703,201383.0962,163493.0205,211648.3623,200729.2443,208328.4236,277828.005,203897.2218,226225.9249,355913.1041,229480.6109,253434.091,275778.3657,239025.8965,252672.2365,358780.2422,248257.6149,262905.2205,312898.6019,327247.4362,326486.3776,218435.5758,282188.3841,294396.1476,273961.7693,227152.2109,212991.2989,237491.9227,288155.0622,450311.9824,328199.4034,251501.4358,220141.1326,282433.4251,358706.2706,248766.6954,329185.5457,191801.6395,226345.9295,260466.3412,426625.9609,289493.3835,293049.5295,267390.022,321841.5616,254201.9869,322344.9711,319879.703,295635.1684,258337.2483,323674.6515,276323.2331,289308.2759,277453.5456,336232.9373,248337.199,252827.1874,257449.4513,210204.2428,338256.5661,284179.925,282592.81,428463.6638,343017.781,187619.293,217785.6405,220568.4287,292950.3252,195821.0275,225302.3427,311563.4484,241161.2741,235239.5561,294427.9476,288281.9283,366668.5837,231560.9327,275276.5195,354829.1415,201473.0878,368652.6734,312593.3667,195134.5101,367368.9983,284081.7267,246764.4873,269162.9535,337843.466,262748.6114,280074.4745,199643.7938,225326.3894,275126.237,277341.9797,292367.5016,348457.0746,436357.505,168335.0406,253744.561,280682.5822,263832.7436,252180.1421,275361.2691,406235.5712,502268.6508,204385.2698,219843.8502,240051.5928,236171.7299,290426.1249,237504.3467,324649.3913,305659.4611,174147.8905,199853.0084,194998.9128,354748.8472,365794.5745,178063.5317,220079.8727,302854.3987,306697.4779,344164.2324,170645.8945,296282.898,305444.0807,239491.2894,226709.6414,273162.474,358431.7332,288354.2001,554852.3649,320962.8803,301532.2,330379.4953,288144.2043,287870.7104,264949.1882,280340.4,285194.0263,389492.6908,316514.2507,427738.3249
PG424_0,281685.8775,236163.2753,249979.4579,172343.3589,224671.2033,223392.4822,207499.56,224163.5156,241588.0892,196282.1469,223882.5161,206335.8276,170602.6596,189393.5906,231054.1938,220327.6475,215107.5702,132095.0735,167086.736,182848.7774,123536.0435,126743.806,159540.9703,156194.1516,184002.5271,180363.3183,245735.4916,221341.5617,224037.66,279894.9252,259037.6711,229636.1157,204738.5378,142034.3359,205099.4824,222826.7476,205625.0251,211066.1908,221615.3979,238332.4596,218662.479,205232.9791,195905.8072,138149.5267,226128.6381,338678.4928,252642.0397,314095.2661,252522.7415,202629.9231,212339.0725,261653.2871,225143.5558,186615.4455,309805.6501,263696.4941,249682.2354,210179.9256,202038.3391,229724.6228,238173.1313,298540.0216,198396.4715,212895.4368,206476.0613,431761.786,328094.3761,186014.1474,142694.5204,259556.0097,340085.9733,191729.7292,284881.2594,174393.2254,160082.5889,206546.8837,398845.6337,290330.9113,328152.7399,207059.206,252655.7571,148077.2329,338862.3121,315786.328,283184.7057,221228.2008,224092.5157,302644.4151,293376.8181,305292.978,307137.7601,209602.9332,165102.6473,270308.2599,208031.4374,311273.7597,205242.287,198194.7513,378248.0791,272352.8971,157072.8991,246039.5623,221294.2643,216443.1772,142223.0686,185872.3842,319486.3203,210595.6425,299148.2969,349659.102,324753.4596,264759.962,203886.7334,240078.1425,319061.3275,265953.9712,347485.1162,251085.4775,190980.5884,312830.7118,220001.738,230220.4248,199410.5907,249773.0279,163307.4528,260704.0771,212390.0324,226946.6927,317542.5803,185211.7359,251776.8779,301577.7065,317568.0321,212400.333,279509.4376,178948.4228,217948.497,169345.7816,287769.8805,320522.8867,404135.4958,215446.2807,194034.948,225887.5897,259191.4973,288148.4258,191644.2185,221637.7222,347755.4768,187595.5596,260819.3403,190011.3913,179467.803,256244.2887,136016.5811,237708.032,254732.5583,229563.8052,294990.6007,229781.2356,260231.3398,227264.3985,193987.9843,170250.1581,213259.0959,249426.9614,205325.9168,441092.7174,247444.7126,181892.3776,281170.5928,240261.4316,280336.0191,192196.2891,241769.494,226061.821,429876.0047,287326.5375,305921.9818
PG424_1,77977.48286,91799.28023,70503.98794,92488.2091,104496.9719,115662.5161,97047.26138,84861.70794,123931.5355,68278.02523,50892.11109,65671.94855,67377.74001,80544.6522,77760.56623,96390.9359,84588.11367,83512.80064,63154.17035,64993.97602,44523.20986,91752.89799,78051.18417,66918.60392,63482.73474,132880.5449,77895.21969,81145.95629,73055.27338,87349.9969,96609.59701,90785.04743,111292.0657,81953.00232,62836.53877,94913.87887,85498.63225,64007.87277,50679.18669,62050.06732,66651.53911,61969.13368,71921.15073,60621.31536,127870.8668,126948.401,74444.75865,100014.3939,69004.0735,77617.96893,104482.8904,135576.4841,98783.67943,48026.07214,81533.25654,146991.744,128369.3981,64239.12145,114416.2822,112730.5321,67200.78424,81879.69629,71562.87061,61266.63394,62771.97608,106833.9586,103456.5736,83814.79604,90197.33265,95326.48519,99423.59526,50335.11028,85670.905,78123.06326,66862.53583,75625.49741,100070.5977,92711.55831,80587.09042,105803.7051,81447.01951,60741.87087,108523.9984,88834.70009,87135.18627,60173.79008,103425.0684,80332.34825,67643.22311,69425.34695,117878.68,88482.31918,57163.91368,67262.54181,55375.9852,89236.7388,67650.53478,73720.7623,93420.22743,105127.1305,55323.73922,53085.10126,75005.45691,94219.6345,52655.08164,46490.32381,79479.40841,62333.61953,52680.64045,73892.36334,101408.4114,106553.8996,54067.57946,78228.11846,86478.67226,54534.53304,133942.4746,74421.46976,0,83693.69925,77264.00786,68150.49773,84438.80201,75236.45451,66360.68598,63075.94609,46791.48495,58959.62953,86878.36788,74540.67072,64801.21697,124230.4906,97497.62982,42161.2889,40633.19091,67347.68319,98937.60102,53649.87505,138595.1774,78720.78658,128388.4794,43799.74929,65786.60688,0,81657.29678,120766.9365,67488.54958,64765.31608,92242.87769,61220.13419,62738.51357,56826.43061,103408.0841,0,58018.61949,73130.45065,67473.53402,74481.45691,65392.87235,77134.61743,82415.90675,69277.77873,55312.85363,51472.23159,69687.90085,0,62497.66208,134781.997,52947.35859,44749.29694,76189.50149,66500.94986,0,54265.06619,47233.14317,33453.1498,0,33860.81733,42100.71899
PG424_2,204155.3662,154594.9589,219437.328,114534.1666,189906.7332,167829.1259,179876.6707,166968.7261,220311.9779,167296.7008,176782.8436,175517.8537,128778.5822,205456.2687,142277.1972,162900.6019,190570.6973,98251.5819,114169.7349,174359.2475,100837.4406,112812.2765,188788.2816,118664.9855,123796.2265,184755.4582,169874.4151,144508.195,151051.1999,198927.2218,239680.2501,205490.8502,144689.7913,139228.2765,144818.9881,144576.3431,200712.9486,161036.6318,145897.3337,172860.0978,187831.8677,146459.045,152456.3929,141708.7583,222476.9883,261605.1125,221732.6785,237394.2537,228769.1182,142269.8891,192656.8524,239971.4665,197526.8712,142938.3413,223571.9025,187914.125,208438.5506,136185.5865,144900.3601,210189.9921,216321.6599,218555.7866,154917.5848,167491.2014,164514.8283,350624.7471,241000.7378,140474.3178,138239.9966,180813.2943,284349.7664,159949.8236,229884.1997,149955.7577,117657.0499,168758.7307,275039.728,213427.0621,229128.5746,174873.8903,176538.924,137619.0644,266781.3894,239534.1295,196589.98,146750.5992,184514.4025,234467.655,229674.5414,237216.9669,277437.8138,142679.5686,157690.7052,177805.6986,145124.659,230196.2361,159158.5795,139566.2464,270317.8425,162552.1785,109019.2889,191906.4336,158720.2234,183452.6775,119411.2594,138729.8171,262381.4666,197311.8193,159133.2078,203801.7618,268286.6276,206813.864,133844.4297,140570.2009,206822.1186,191425.0149,231622.77,216196.0619,136655.2303,205217.7387,189614.0219,165477.9089,209043.0644,212377.6039,148963.7965,150447.567,173019.0954,187252.7155,207510.8849,137517.2111,184135.6504,199060.3868,263173.0516,173326.7623,187320.4184,152125.1735,174638.9299,150282.8466,242672.3311,235318.7107,305206.7795,139274.6279,176650.5923,176271.0982,190712.8601,218317.6597,150895.2003,197317.1463,249136.7123,146987.1079,152884.431,159949.3679,226074.3253,233102.8359,97286.21676,201997.4574,211326.5967,181250.7813,219844.9737,168086.2504,234437.6403,202531.2553,146999.9233,151639.0528,173165.2414,193884.7361,157856.9187,307329.8391,206071.5655,216728.9959,214910.317,162782.6598,233875.7372,175206.1175,181304.0215,179565.5783,336752.6583,212074.1516,216380.4251
PI374_0,0,66160.70113,75068.1605,46117.69828,85304.90039,71267.19201,62417.46479,80127.28684,0,55031.05892,65339.17727,69810.32652,59146.3992,71844.61979,56126.11584,86839.07128,73492.13041,0,32317.07239,65544.80369,39822.25989,50777.27672,71902.68478,63395.77433,68579.1651,70166.37106,60665.12484,81178.49501,49650.4897,65939.37444,110315.101,71844.55412,0,53865.97116,44935.88506,111607.4079,86764.73949,51664.83995,59651.67281,93215.37188,61007.0679,56105.1652,53372.32075,56551.32139,77376.3888,112666.4672,63184.32179,77871.49698,75745.72986,46316.01163,55097.02591,91251.44643,46793.17559,69472.83245,101560.0755,85998.68518,79754.03082,52654.39953,97324.44154,53164.00321,81204.33864,70332.74456,72027.52024,76370.35052,66079.58425,126613.9109,96923.44611,52481.22728,59157.89153,73382.86247,122136.1623,67745.87105,91444.86351,53480.91379,45800.24372,71653.136,150892.2711,0,83339.08868,70346.61473,89474.74998,53308.57035,122589.8422,74534.00149,70511.09868,68748.83066,89537.30213,106504.3268,76368.2376,117503.8671,85185.77281,64438.55831,59211.76374,75481.55018,63124.05064,90375.28227,59964.45359,62917.61017,118734.6041,106753.9898,70843.32066,71394.45248,62405.45206,80799.99539,53532.81867,54923.81121,108393.6281,58158.25662,59744.31816,88408.70696,90592.85148,74508.0785,49279.87871,65430.54008,76031.84007,65425.41539,91652.42953,83558.72244,56339.4407,82539.86185,88774.97447,58962.80254,82663.99136,71591.08969,65173.43578,91511.05824,72703.94884,68754.76508,98307.13246,70488.11485,72885.11865,72291.55893,72391.91872,46106.06578,79236.24792,77176.98687,76673.27565,72181.90241,93579.85035,95455.36595,136499.9219,46662.17403,0,67058.49748,100303.6288,73968.82838,69785.59442,78329.4941,97230.31841,63734.1631,83474.47875,44858.34732,86650.12741,0,56446.94364,74221.94944,78677.00416,90702.85007,67979.83177,59486.15868,63092.13325,81538.90471,75856.3063,65915.56857,71309.21533,72493.2338,69654.23055,130096.9,82160.49061,68534.29549,86499.51208,56010.85227,107721.4821,67888.82449,75260.99223,79874.96454,0,118193.9168,86423.3997
